"Relative Time (Process)","kind-sweep-6 - _step","kind-sweep-6 - _step__MIN","kind-sweep-6 - _step__MAX","kind-sweep-6 - Regret","kind-sweep-6 - Regret__MIN","kind-sweep-6 - Regret__MAX","dashing-sweep-5 - _step","dashing-sweep-5 - _step__MIN","dashing-sweep-5 - _step__MAX","dashing-sweep-5 - Regret","dashing-sweep-5 - Regret__MIN","dashing-sweep-5 - Regret__MAX","quiet-sweep-4 - _step","quiet-sweep-4 - _step__MIN","quiet-sweep-4 - _step__MAX","quiet-sweep-4 - Regret","quiet-sweep-4 - Regret__MIN","quiet-sweep-4 - Regret__MAX","charmed-sweep-3 - _step","charmed-sweep-3 - _step__MIN","charmed-sweep-3 - _step__MAX","charmed-sweep-3 - Regret","charmed-sweep-3 - Regret__MIN","charmed-sweep-3 - Regret__MAX","daily-sweep-2 - _step","daily-sweep-2 - _step__MIN","daily-sweep-2 - _step__MAX","daily-sweep-2 - Regret","daily-sweep-2 - Regret__MIN","daily-sweep-2 - Regret__MAX"
"15.566592693328857","","","","","","","162","162","162","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"16.619851112365723","","","","","","","","","","","","","","","","","","","162","162","162","0.2957538422846411","0.2957538422846411","0.2957538422846411","","","","","",""
"17.839226961135864","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","0.18980419272656188","0.18980419272656188","0.18980419272656188"
"17.946757555007935","162","162","162","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"18.212201356887817","","","","","","","","","","","","","162","162","162","0.3785712040721043","0.3785712040721043","0.3785712040721043","","","","","","","","","","","",""
"22.789881229400635","","","","","","","484","484","484","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"25.343185901641846","","","","","","","","","","","","","","","","","","","484","484","484","0.2802904107858054","0.2802904107858054","0.2802904107858054","","","","","",""
"27.26262927055359","484","484","484","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"27.63015127182007","","","","","","","","","","","","","","","","","","","","","","","","","484","484","484","0.15560863689173834","0.15560863689173834","0.15560863689173834"
"27.704350471496582","","","","","","","","","","","","","484","484","484","0.38539145739577774","0.38539145739577774","0.38539145739577774","","","","","","","","","","","",""
"30.09151554107666","","","","","","","806","806","806","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"33.82912731170654","","","","","","","","","","","","","","","","","","","806","806","806","0.28597919351200307","0.28597919351200307","0.28597919351200307","","","","","",""
"36.77143383026123","806","806","806","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"36.79263734817505","","","","","","","","","","","","","806","806","806","0.34016406323556536","0.34016406323556536","0.34016406323556536","","","","","","","","","","","",""
"37.353686571121216","","","","","","","1128","1128","1128","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"37.38698363304138","","","","","","","","","","","","","","","","","","","","","","","","","806","806","806","0.14941697834444034","0.14941697834444034","0.14941697834444034"
"41.925849199295044","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.28390483074996414","0.28390483074996414","0.28390483074996414","","","","","",""
"44.60116243362427","","","","","","","1450","1450","1450","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"45.856950759887695","","","","","","","","","","","","","1128","1128","1128","0.34132696357185993","0.34132696357185993","0.34132696357185993","","","","","","","","","","","",""
"46.28984713554382","1128","1128","1128","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"47.09424161911011","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.1505484489419161","0.1505484489419161","0.1505484489419161"
"50.08474254608154","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.2815476003385563","0.2815476003385563","0.2815476003385563","","","","","",""
"51.84326720237732","","","","","","","1772","1772","1772","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"54.82603883743286","","","","","","","","","","","","","1450","1450","1450","0.3421127070423292","0.3421127070423292","0.3421127070423292","","","","","","","","","","","",""
"55.76362204551697","1450","1450","1450","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"56.99412250518799","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.1502341515537284","0.1502341515537284","0.1502341515537284"
"58.40052390098572","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.279253229404786","0.279253229404786","0.279253229404786","","","","","",""
"59.0214946269989","","","","","","","2094","2094","2094","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"63.982707023620605","","","","","","","","","","","","","1772","1772","1772","0.3132287770678781","0.3132287770678781","0.3132287770678781","","","","","","","","","","","",""
"65.09733557701111","1772","1772","1772","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"66.23892593383789","","","","","","","2416","2416","2416","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"66.68156623840332","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.2770845774262907","0.2770845774262907","0.2770845774262907","","","","","",""
"66.78669834136963","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.15397429047316222","0.15397429047316222","0.15397429047316222"
"73.15167331695557","","","","","","","","","","","","","2094","2094","2094","0.3158374453898361","0.3158374453898361","0.3158374453898361","","","","","","","","","","","",""
"73.51081085205078","","","","","","","2738","2738","2738","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"74.44890403747559","2094","2094","2094","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"75.11625027656555","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.27846748593431664","0.27846748593431664","0.27846748593431664","","","","","",""
"76.6443121433258","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.1514599113676605","0.1514599113676605","0.1514599113676605"
"80.72324299812317","","","","","","","3060","3060","3060","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"82.1221854686737","","","","","","","","","","","","","2416","2416","2416","0.3093314894543504","0.3093314894543504","0.3093314894543504","","","","","","","","","","","",""
"83.59093379974365","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.27161580287182446","0.27161580287182446","0.27161580287182446","","","","","",""
"83.81787443161011","2416","2416","2416","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"85.01193571090698","","","","","","","3222","3222","3222","0.458434170410603","0.458434170410603","0.458434170410603","","","","","","","","","","","","","","","","","",""
"86.54184865951538","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.1513341924123854","0.1513341924123854","0.1513341924123854"
"90.9662561416626","","","","","","","","","","","","","2738","2738","2738","0.3013169060555636","0.3013169060555636","0.3013169060555636","","","","","","","","","","","",""
"92.22300672531128","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.2490492503999464","0.2490492503999464","0.2490492503999464","","","","","",""
"93.10886979103088","2738","2738","2738","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"96.80797171592712","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.14907125121743384","0.14907125121743384","0.14907125121743384"
"97.67389917373657","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.23559732218551216","0.23559732218551216","0.23559732218551216","","","","","",""
"99.79104471206665","","","","","","","","","","","","","3060","3060","3060","0.2955338341129097","0.2955338341129097","0.2955338341129097","","","","","","","","","","","",""
"102.43408107757568","3060","3060","3060","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"105.32111024856567","","","","","","","","","","","","","3222","3222","3222","0.29628814784456015","0.29628814784456015","0.29628814784456015","","","","","","","","","","","",""
"106.67509341239929","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.15331426595796802","0.15331426595796802","0.15331426595796802"
"108.31062531471252","3222","3222","3222","0.4459565640995507","0.4459565640995507","0.4459565640995507","","","","","","","","","","","","","","","","","","","","","","","",""
"112.95016932487488","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.14969984599380928","0.14969984599380928","0.14969984599380928"