"Relative Time (Process)","misunderstood-sweep-6 - _step","misunderstood-sweep-6 - _step__MIN","misunderstood-sweep-6 - _step__MAX","misunderstood-sweep-6 - Regret","misunderstood-sweep-6 - Regret__MIN","misunderstood-sweep-6 - Regret__MAX","wandering-sweep-5 - _step","wandering-sweep-5 - _step__MIN","wandering-sweep-5 - _step__MAX","wandering-sweep-5 - Regret","wandering-sweep-5 - Regret__MIN","wandering-sweep-5 - Regret__MAX","summer-sweep-4 - _step","summer-sweep-4 - _step__MIN","summer-sweep-4 - _step__MAX","summer-sweep-4 - Regret","summer-sweep-4 - Regret__MIN","summer-sweep-4 - Regret__MAX","crisp-sweep-3 - _step","crisp-sweep-3 - _step__MIN","crisp-sweep-3 - _step__MAX","crisp-sweep-3 - Regret","crisp-sweep-3 - Regret__MIN","crisp-sweep-3 - Regret__MAX","dashing-sweep-2 - _step","dashing-sweep-2 - _step__MIN","dashing-sweep-2 - _step__MAX","dashing-sweep-2 - Regret","dashing-sweep-2 - Regret__MIN","dashing-sweep-2 - Regret__MAX"
"36.701022148132324","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","0.43294999284678404","0.43294999284678404","0.43294999284678404"
"38.16502928733826","","","","","","","","","","","","","","","","","","","162","162","162","0.7497873439984322","0.7497873439984322","0.7497873439984322","","","","","",""
"39.31251859664917","","","","","","","162","162","162","1.0966263792286692","1.0966263792286692","1.0966263792286692","","","","","","","","","","","","","","","","","",""
"40.2056839466095","162","162","162","0.18887558123505596","0.18887558123505596","0.18887558123505596","","","","","","","","","","","","","","","","","","","","","","","",""
"40.70259690284729","","","","","","","","","","","","","162","162","162","0.17394391018369876","0.17394391018369876","0.17394391018369876","","","","","","","","","","","",""
"53.50599193572998","","","","","","","","","","","","","","","","","","","","","","","","","484","484","484","0.12982562137735268","0.12982562137735268","0.12982562137735268"
"55.513288259506226","","","","","","","","","","","","","","","","","","","484","484","484","0.176251216281859","0.176251216281859","0.176251216281859","","","","","",""
"57.08657455444336","","","","","","","484","484","484","0.3041989622282541","0.3041989622282541","0.3041989622282541","","","","","","","","","","","","","","","","","",""
"57.195698738098145","484","484","484","0.08695998348963135","0.08695998348963135","0.08695998348963135","","","","","","","","","","","","","","","","","","","","","","","",""
"58.211461544036865","","","","","","","","","","","","","484","484","484","0.07418076690079793","0.07418076690079793","0.07418076690079793","","","","","","","","","","","",""
"70.44458508491516","","","","","","","","","","","","","","","","","","","","","","","","","806","806","806","0.09099506423026354","0.09099506423026354","0.09099506423026354"
"72.7688159942627","","","","","","","","","","","","","","","","","","","806","806","806","0.11477802719805429","0.11477802719805429","0.11477802719805429","","","","","",""
"74.33288240432739","806","806","806","0.08111238718633401","0.08111238718633401","0.08111238718633401","","","","","","","","","","","","","","","","","","","","","","","",""
"74.75019073486328","","","","","","","806","806","806","0.19321458902660008","0.19321458902660008","0.19321458902660008","","","","","","","","","","","","","","","","","",""
"75.67615985870361","","","","","","","","","","","","","806","806","806","0.06838569644559142","0.06838569644559142","0.06838569644559142","","","","","","","","","","","",""
"87.87879586219788","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.07404483766718688","0.07404483766718688","0.07404483766718688"
"90.30560445785522","","","","","","","","","","","","","","","","","","","1128","1128","1128","0.09389267962224597","0.09389267962224597","0.09389267962224597","","","","","",""
"91.64837145805359","1128","1128","1128","0.07866835505260807","0.07866835505260807","0.07866835505260807","","","","","","","","","","","","","","","","","","","","","","","",""
"92.40001702308655","","","","","","","1128","1128","1128","0.15772019205763743","0.15772019205763743","0.15772019205763743","","","","","","","","","","","","","","","","","",""
"93.1789619922638","","","","","","","","","","","","","1128","1128","1128","0.07004899257116486","0.07004899257116486","0.07004899257116486","","","","","","","","","","","",""
"105.71766400337219","","","","","","","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.06811109498627012","0.06811109498627012","0.06811109498627012"
"108.49192762374878","","","","","","","","","","","","","","","","","","","1450","1450","1450","0.08910946355678247","0.08910946355678247","0.08910946355678247","","","","","",""
"109.420006275177","","","","","","","1450","1450","1450","0.14588965237983206","0.14588965237983206","0.14588965237983206","","","","","","","","","","","","","","","","","",""
"109.53140306472778","1450","1450","1450","0.08015466590622612","0.08015466590622612","0.08015466590622612","","","","","","","","","","","","","","","","","","","","","","","",""
"110.61808562278748","","","","","","","","","","","","","1450","1450","1450","0.06955253406845033","0.06955253406845033","0.06955253406845033","","","","","","","","","","","",""
"123.20315670967102","","","","","","","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.0646775722690954","0.0646775722690954","0.0646775722690954"
"126.57365798950195","","","","","","","1772","1772","1772","0.12121053725283908","0.12121053725283908","0.12121053725283908","","","","","","","","","","","","","","","","","",""
"126.6198959350586","1772","1772","1772","0.07734574707835291","0.07734574707835291","0.07734574707835291","","","","","","","","","","","","","","","","","","","","","","","",""
"127.51692461967468","","","","","","","","","","","","","","","","","","","1772","1772","1772","0.08513123900240352","0.08513123900240352","0.08513123900240352","","","","","",""
"128.35467386245728","","","","","","","","","","","","","1772","1772","1772","0.0681852107232327","0.0681852107232327","0.0681852107232327","","","","","","","","","","","",""
"140.59062457084656","","","","","","","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.062015938061918886","0.062015938061918886","0.062015938061918886"
"143.71342420578003","2094","2094","2094","0.08353991760821952","0.08353991760821952","0.08353991760821952","","","","","","","","","","","","","","","","","","","","","","","",""
"143.79830360412598","","","","","","","2094","2094","2094","0.1087728742251974","0.1087728742251974","0.1087728742251974","","","","","","","","","","","","","","","","","",""
"145.81015372276306","","","","","","","","","","","","","2094","2094","2094","0.0688209503811953","0.0688209503811953","0.0688209503811953","","","","","","","","","","","",""
"146.02787017822266","","","","","","","","","","","","","","","","","","","2094","2094","2094","0.08160107869709907","0.08160107869709907","0.08160107869709907","","","","","",""
"158.04662895202637","","","","","","","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.06197793667468184","0.06197793667468184","0.06197793667468184"
"160.92659306526184","","","","","","","2416","2416","2416","0.09466672745457862","0.09466672745457862","0.09466672745457862","","","","","","","","","","","","","","","","","",""
"161.106862783432","2416","2416","2416","0.08128737081540617","0.08128737081540617","0.08128737081540617","","","","","","","","","","","","","","","","","","","","","","","",""
"163.1609025001526","","","","","","","","","","","","","2416","2416","2416","0.07091415226782204","0.07091415226782204","0.07091415226782204","","","","","","","","","","","",""
"164.2922637462616","","","","","","","","","","","","","","","","","","","2416","2416","2416","0.07946134419753763","0.07946134419753763","0.07946134419753763","","","","","",""
"175.56120991706848","","","","","","","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.06183463574401443","0.06183463574401443","0.06183463574401443"
"178.2346785068512","","","","","","","2738","2738","2738","0.08388827098155177","0.08388827098155177","0.08388827098155177","","","","","","","","","","","","","","","","","",""
"178.45463490486145","2738","2738","2738","0.08215283225900857","0.08215283225900857","0.08215283225900857","","","","","","","","","","","","","","","","","","","","","","","",""
"180.90723633766174","","","","","","","","","","","","","2738","2738","2738","0.07001296213139062","0.07001296213139062","0.07001296213139062","","","","","","","","","","","",""
"182.35428142547607","","","","","","","","","","","","","","","","","","","2738","2738","2738","0.07644464231355949","0.07644464231355949","0.07644464231355949","","","","","",""
"192.67747330665588","","","","","","","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.06133193387500964","0.06133193387500964","0.06133193387500964"
"195.3467972278595","","","","","","","3060","3060","3060","0.07844523264532195","0.07844523264532195","0.07844523264532195","","","","","","","","","","","","","","","","","",""
"195.88999247550964","3060","3060","3060","0.08288501382179583","0.08288501382179583","0.08288501382179583","","","","","","","","","","","","","","","","","","","","","","","",""
"198.57719206809998","","","","","","","","","","","","","3060","3060","3060","0.07066678422398902","0.07066678422398902","0.07066678422398902","","","","","","","","","","","",""
"199.97445034980774","","","","","","","","","","","","","","","","","","","3060","3060","3060","0.07605077516859032","0.07605077516859032","0.07605077516859032","","","","","",""
"205.42402958869934","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.06087015142232174","0.06087015142232174","0.06087015142232174"
"208.2616879940033","","","","","","","3222","3222","3222","0.07835035428847412","0.07835035428847412","0.07835035428847412","","","","","","","","","","","","","","","","","",""
"208.4364984035492","3222","3222","3222","0.08214560472080161","0.08214560472080161","0.08214560472080161","","","","","","","","","","","","","","","","","","","","","","","",""
"211.65500283241272","","","","","","","","","","","","","3222","3222","3222","0.07268004683118572","0.07268004683118572","0.07268004683118572","","","","","","","","","","","",""
"212.4832272529602","","","","","","","","","","","","","","","","","","","3222","3222","3222","0.07690042755713057","0.07690042755713057","0.07690042755713057","","","","","",""